,title,details
267, Petrol Ofisi markafoni kampanyası 30 TL indirim, Petrol ofisi markafoni kampanyası kapsamında 30 TL'ye varan indirim fırsatı sizleri bekliyor. Petrol ofisinden akaryakıt ve otogaz harcamalarınızı positive card ile yaparak Markafoni online alışveriş sitesinden yapacağınız alışverişlerde indirimden yararlanabilirsiniz.  Alışverişinizi avantaja dönüştürecek bu çok özel kampanyadan faydalanmak ve Öde geç...
268, Opet world kart kampanyasında 25 TL ekstre indirimi 15 Kasım – 31 Aralık, World kredi kartı sahipleri yıl sonuna kadar world üyesi Opet akaryakıt istasyonlarından tek seferde ve farklı günlerde yapacakları 4 adet 100 TL ve üzeri alışverişte 25 TL ekstre indirimi kazanacak. Öncelikle 31 Aralık tarihine kadar 4 adet 100 TL harcama...
269, Bonus Petrol ofisi kampanyası 4×100’e 45 TL hediye 16 Kasım-31 Aralık," Bonus kredi kartı sahipleri Petrol ofisi istasyonlarından tek seferde farklı günlerde yapılacak 100 TL ve üzeri 4 adet alışverişte 45 TL değerinde hediye bonus kazanacak. Kampanya 16 Kasım ile 31 Aralık 2015 tarihleri arasında geçerli olacaktır.  Garanti bonus sahipleri, bonus flaş..."
270, Club Total kart her 50 TL lpg alımında 5 TL bedava kampanyası, Total istasyonlarında kampanyalar sürüyor. Şimdi ücretsiz temin edebileceğiniz Club TOTAL Card ile tek seferde yapacağınız her 50 TL LPG alımında 5 TL bedava fırsatından yararlanacaksınız. Toplamda 5 defa olmak üzere 25 TL değerinde bedava yakıt kazanacaksınız. %10 iyi bir değer...
271, Shell maximum kart kampanyası 4×100’e 25 TL hediye 1 Kasım-15 Aralık 2015, Maximum kredi kartı ve Shell işbirliği ile düzenlenen kampanya kapsamında tek seferde ve farklı günlerde tüm istasyonlarda yalnızca maximum kart poslarından yapacağınız her 4 adet 100 TL ve üzeri harcamada 25 TL değerinde maxi puan kazanacaksınız.  Kazanılan puanlar sadece Shell istasyonlarında...
272, Pirelli Shell kampanyası 50 TL yakıt hediye 25 Ekim – 25 Aralık 2015," Pirelli ve Shell işbirliği ile düzenlenen kampanya kapsamında 50 TL yakıt kazanma fırsatı 25 Ekim – 25 Aralık 2015
tarihleri arasında sizleri bekliyor. Kampanyada Shell smart club  kartınızla Pirelli bayilerinden 14"" ve üzeri ebatlarda 4 adet lastik alımlarında her 500 TL için 50..."
273, Bosch servislerinde 300 TL alışverişe 30 TL Shell yakıt hediye, Bosch Car servislerinde yapacağınız alışverişlerde hediye yakıt fırsatı sunuluyor. Bosch Shell kampanyası kapsamında bu ay 31 Ekim 2015 tarihine kadar tek seferde Shell smart club kartınızla yapacağınız 300 TL ve üzeri alışverişlerde 30 TL değerinde hediye yakıt fırsatı sunuluyor.  ClubSmart kart...
274, Vestel Shell kampanyasında 50 TL yakıt hediye 15 Ekim–1 Kasım 2015, Vestel online alışveriş sitesi vestel.com.tr üzerinden yapacağınız 700 TL ve üzeri tek seferde alışverişlerde 50 TL değerinde Shell yakıt kazanma fırsatı sizleri bekliyor. Kampanya kapsamında 15 Ekim–1 Kasım 2015 tarihleri arasında Shell club smart kartınızla tek seferde 700 TL ve üzeri...
275, Bonus BP kampanyası 3×100 TL’ye 20 TL hediye 16 Ekim – 15 Kasım, Bonus kredi kartı sahipleri BP akaryakıt istasyonlarından tek seferde ve farklı günlerde yapacakları 100 TL ve üzeri 3 adet alışverişte 20 TL değerinde bonus hediye edilecek. Çekimler Garanti posundan yapılmalıdır.  Kampanya 16 Ekim - 15 Kasım 2015 tarihleri arasında geçerli olacaktır.  Kampanyaya...
276, Migros petrol ofisi kampanyası 40 TL hediye, Migros Petrol Ofisi kampanyası kapsamında 40 TL değerinde puan kazanma fırsatı sizleri bekliyor. Yeni kampanya kapsamında 20 Ekim 2015 tarihine kadar anlaşmalı Petrol Ofisi istasyonlarından Positive Card ile 100 TL üzeri harcama yapan ve Migros mağazalarından money kart ile 100 TL üzeri...
277, Petrol Ofisi maximum kart kampanyası 1 Eylül – 15 Ekim 2015, Petrol Ofisi istasyonlarında kampanyalar ve indirimler sürüyor. Şimdi Maximum kartınızla Petrol Ofisi istasyonlarından tek seferde ve farklı günlerde yapacağınız 4 adet 100 TL ve üzeri alışverişte 25 TL değerinde maxi puan kazanma fırsatı sizleri bekliyor. Kampanya 1 Eylül - 15...
278, Shell bonus kart kampanyası 4×100’e 25 TL indirim 1 Eylül – 15 Ekim 2015, Bonus üyesi Shell akaryakıt istasyonlarından bonus kredi kartınızla tek seferde ve farklı günlerde yapacağınız 4 adet 100 TL üzeri alışverişte 25 TL indirim fırsatı sunulacaktır. Kazandığınız indirimi bonus üyesi Shell istasyonlarından yapacağınız minimum 25 TL alışverişte kullanabilirsiniz. Kampanya 1 Eylül –...
279, GO CARD – DRY CENTER KAMPANYASI, GO CARD ve Dry Center Kuru Temizleme’den çok avantajlı akaryakıt kampanyası!  15 Mayıs - 31 Aralık 2015 tarihleri arasında tüm GO CARD sahiplerine Dry Center Kuru Temizleme şubelerinde %20 indirim hakkı hediye!  18 yıldır kuru temizleme sektörünün lideri ve verdiği profesyonel hizmetle...
280, GO CARD İPRAGAZ ELEKTRİK KAMPANYASI," İPRAGAZ ELEKTRİK’E GEÇİN HARCADIĞINIZ ELEKTRİK  HEDİYE YAKITA DÖNÜŞSÜN!     İpragaz Elektrik’ten GO CARD sahiplerine müjde! Eğer aylık elektrik faturanız 130 TL’nin üzerindeyse, serbest tüketici kapsamında İpragaz Elektrik’e geçin, sözleşme süreniz boyunca her ay elektrik faturanızın %10’u kadar hediye puan GO Card’ınıza yüklensin. Biriken..."
281, Parafly Total kampanyası 40 TL hediye 27 Ağustos – 12 Ekim 2015, Halkbank Parafly kredi kartı sahipleri Total akaryakıt istasyonlarından yapacakları 4. 100 TL harcamasında 40 TL değerinde paraf para kazanacak. Kampanya anlaşmalı istasyonlarda 27 Ağustos - 12 Ekim 2015 tarihleri arasında tek seferde ve farklı günlerde yapacakları 2. 100 TL'de 20 TL...
282, Gittigidiyor 100 TL alışverişe 20 TL Shell yakıt hediye 3-31 Ağustos 2015," Gittigidiyor.com yeni Shell kampanyası kapsamında 100 TL ve üzeri alışveriş yapanlara Shell akaryakıt istasyonlarında kullanılmak üzere 20 TL değerinde yakıt hediye ediyor. Kampanya bu ay 3-31 Ağustos 2015 tarihleri arasında geçerli olacaktır.  Kampanya Ayrıntıları  Alışverişiniz başarıyla tamamlandıktan sonra, (Onayınızın ardından para satıcıya..."
283, Maximum kart BP kampanyası 4×100’e 25 TL hediye 16 Temmuz – 31 Ağustos 2015, BP akaryakıt istasyonlarında iş bankası maximum kredi kartı sahipleri tek seferde ve farklı günlerde yapacakları 100 TL ve üzeri 4 alışverişte 25 TL değerinde maxi puan kazanacak. Kampanyada kazanılan puanlar sadece BP istasyonlarında geçerli olacaktır. Kampanya 16 Temmuz - 31 Ağustos...
284, Axess Shell kampanyası 3×100’e 20 TL hediye 20 Temmuz  – 30 Ağustos 2015, Axess kredi kartı sahipleri Shell akaryakıt istasyonlarından tek seferde ve farklı günlerde yapacakları 3 adet 100 TL alışverişte 20 TL değerinde hediye yakıt kazanıyor. Kampanya 20 Temmuz  - 30 Ağustos 2015 tarihleri arasında üye iş yerinden yapılacak harcamalarda geçerli olacaktır. Kazanılan...
285, Opette bonus ile 4×75’e 25 TL hediye 17 Temmuz – 31 Ağustos 2015, Bonus kredi kartı sahipleri Opet akaryakıt istasyonlarından tek seferde ve farklı günlerde yapacağınız 4 adet 75 TL ve üzeri alışverişte 25 TL değerinde bonus kazanıyor. Bayramda akaryakıt alım planınızda değişiklik yaparak 25 TL kazanabilirsiniz.     Kampanya Ayrıntıları  Kampanya 17 Temmuz – 31 Ağustos...
286, Petrol ofisi 4×100 TL benzin alışverişine 40 TL hediye, Petrol Ofisi istasyonlarında akaryakıt kampanyaları devam ediyor. Petrol ofisi yeni kampanyasında istastonlardan ücretsiz alabileceğiniz positive card ve money club kart ile tek seferde farklı günlerde yapacağınız 4 adet 100 TL benzin alışverişinde 40 TL değerinde hediye benzin fırsatı sunuyor. 31...
287, Total cardfinans kampanyası 75×4’e 25 TL hediye 1 Temmuz – 15 Ağustos 2015," Cardfinans kredi kartı sahipleri Total akaryakıt istasyonlarından tek seferde ve farklı günlerde yapacakları 75 TL ve üzeri 4 adet harcamada 25 TL değerinde para puan kazanma fırsatı 1 Temmuz - 15 Ağustos 2015 tarihleri arasında sizleri bekliyor.  Kampanya kapsamında, CardFinans kredi..."
288, Volkswagen araç sahipleri BP’de %3 hediye yakıt kazanıyor, Volkswagen binek araç sahipleri BP akaryakıt istasyonlarında %3 hediye yakıt puan kazanıyor. Doğuş ve BP işbirliği ile düzenlenen kampanya kapsamında 29 Haziran 2015 tarihinden itibaren araç ruhsat sahipleri gerekli forumu doldurarak %3 değerinde puan hediye eden club bp kartınızı alabilirsiniz.  Kampanyadan...
289, Petrol Ofisinde world kart ile 4×100’e 25 TL indirim fırsatı, Petrol Ofisi akaryakıt istasyonlarında world kredi kartınızla tek seferde ve farklı günlerde yapacağınız 4 adet 100 TL ve üzeri alışverişte 25 TL değerinde ekstre indirim fırsatı sizleri bekliyor.  Kampanya 18 Haziran - 31 Temmuz 2015 tarihleri arasında geçerli olacaktır.  Kampanyaya katılımı için PO...
290, Total 2015 ramazan kampanyası 2 kat puan hediye," Total akaryakıt istasyonlarında 2015 Ramazan ayına özel kampanyada club total kart sahipleri yapacakları alışverişlerde 2 kat puan kazanıyor. Kampanya 18 Haziran - 19 Temmuz 2015 tarihleri arasında geçerli olacaktır.  Club TOTAL üyesi olabilmek için, www.total.com.tr adresindeki Club TOTAL linkine tıklanması veya Türkiye..."
291, Teknosa 150 TL alışverişe 15 TL Total yakıt hediye," Teknosa mağazalarından turuncu kart ile yapacağınız 150 TL ve üzeri alışverişlerde Total istasyonlarında geçerli 15 TL bedava yakıt kazanma fırsatı sizleri bekliyor.  TOTAL ve TeknoSA işbirliği çerçevesinde, 01-30 Haziran 2015 tarihleri arasında, TeknoSA mağazalarından Turuncu Kart ile tek seferde 150 TL..."
292, Opet maximum kart kampanyası 75×4’e 20 TL hediye 1 Haziran-15 Temmuz 2015, Opet akaryakıt istasyonlarından maximum kartınızla tek seferde ve farklı günlerde yapacağınız 4 adet 75 TL ve üzeri alışverişte 20 TL değerinde maxi puan kazanma fırsatı ​1 Haziran-15 Temmuz 2015 tarihleri arasında sizleri bekliyor.  Kampanya Ayrıntıları  Kampanyamızdan yararlanılabilmesi için Maximum anlaşmalı OPET/SUNPET İstasyonlarından Maximum...
293, Tatil sepetinden alışveriş yap 50 TL total yakıt kazan," Total club card müşterileri tatilsepeti.com adresinden tatil alışverişi yaptıktan sonra Total'den 500 TL ve üzeri yakıt alan müşteriler 50 TL değerinde bedava yakıt kazanacak. Kampanya kapsamında, 11 Mayıs – 30 Haziran 2015 tarihleri arasında tatilsepeti.com’dan yurtiçi ve yurtdışı otel veya..."
294, Shell world kampanyası 4×100’e 25 TL indirim 1 Mayıs – 14 Haziran 2015, World kredi kartı sahipleri üye Shell akaryakıt istasyonlarından tek seferde ve farklı günlerde yapacakları 4 adet 100 TL üzeri alışverişte 25 TL değerinde ekstre indirimi kazanacak. Kampanya 1 Mayıs - 14 Haziran 2015 tarihleri arasında geçerli olacaktır.  Kampanya Ayrıntıları  Kampanyaya katılmak için bireysel...
295, Petrol Ofisi Bonus kampanyası 4×100’e 25 TL hediye 1 Mayıs – 17 Haziran 2015, Bonus kredi kartı sahipleri Petrol ofisi istasyonlarından yapacakları tek seferde ve farklı günlerde 4 adet 100 TL üzeri alışverişte 25 TL değerinde bonus hediye edilecektir. Kampanya 1 Mayıs – 17 Haziran 2015 tarihleri arasında geçerli olacaktır.  Kampanyadan faydalanmak için POAS yazıp 3340’a mesaj...
296, Bp Turkcell kampanyası 400 TL’ye 25 TL hediye 21 Nisan – 31 Mayıs 2015," Turkcell aboneleri BP akaryakıt istasyonlarından yapacakları toplamda 400 TL ve üzeri yakıt alımlarında 25 TL değerinde hediye yakıt kazanacak.  Turkcell yaşı kesintisiz 1 yılın üzerinde olan bireysel Turkcell müşterileri, BP Club üyesi BP istasyonlarından yapacakları toplam 400 TL’lik akaryakıt ve/veya otogaz..."
297, Total’den 50 TL yakıt alımında 20 TL iade, Total'den harika bir kampanya haberimiz var. Total Bkm express ile işbirliği ile düzenlenen kampanyada 50 TL akaryakıt alımında 20 TL iade ediliyor. Mobil ödeme uygulaması ile araçtan inmeden güvenli ödeme yapabilir ve 20 TL geri iade alabilirsiniz.  Yapmanız gereken tek şey...
298, Opet 2015 çekiliş kampanyası 1000 kişiye 25 TL hediye, Opet akaryakıt istasyonları 2015 yılına özel çekiliş kampanyasında opet.com.tr üzerinden çekiliş formunu dolduran 1000 kişiye 25 TL değerinde hediye yakıt kazanma şansı sunuyor.  Kampanya Ayrıntıları   Opet resmi web sitesinden duyurulacak ve www.opet.com.tr/cekilisler adresli internet sitesi üzerinden gerçekleştirilecek “Opet Şans Yağmuru” isimli kampanya OPET...
299, Petrol Ofisi Vialand tema park %40 indirim kodu," Positive kartınız varsa Petrol Ofisinin göndereceği indirim kodu ile Vialand Tema Park girişlerinde %40 indirim fırsatı sizleri bekliyor.  Kampanya Ayrıntıları  Kampanya 20 Mart- 12 Haziran 2015  tarihleri arasında Vialand Tema Park girişlerinde  geçerlidir.
Bu kampanyadan sadece PO Kart sahipleri yararlanabilir.
Gişeden bilet alımı esnasında gönderilen..."
300, Total maximum kart kampanyası 25 TL hediye 16 Nisan – 31 Mayıs 2015," Total akaryakıt istasyonlarından maximum kredi kartınızla tek seferde ve farklı günlerde yapacağınız 100 TL üzeri 4. alışverişte Totalde kullanmak üzere 25 TL değerinde maxi puan hediye edilecektir.  Kampanya Ayrıntıları  2- Kampanyamız kapsamında alışverişler mutlaka İş Bankası Maximum POS cihazından yapılmalıdır.
3- Kampanyamız süresince kampanyaya..."
301, Ykm 300 TL harcamada 30 TL Shell yakıt hediye 3-26 Nisan 2015," Ykm mağazalarından bu ay 3-26 Nisan 2015 tarihleri arasında yapacağınız 300 TL ve üzeri alışverişte Shell'de geçerli 30 TL yakıt hediye fırsatı sizleri bekliyor.  Kampanya Ayrıntıları  Kampanya  3 - 26 Nisan 2015 tarihleri arasında geçerlidir.
Kampanya kapsamında YKM, YKM Sports ve www.ykm.com.tr Mağazaları'ndan YKM..."
302, Boynerden 300 TL alışverişe 30 TL shell yakıt hediye, Boyner mağazalarından bu ay 300 TL ve üzeri alışveriş yaparak anında 30 TL değerinde Shell smart puan hediye edilecektir. Kampanya Boyner mağazaları ve internet sitesinde geçerli olacaktır. Kazanılan puanlar akaryakıt ve otogaz alımlarında kullanılabilecektir.  Kampanya Ayrıntıları  Kampanya  3 – 26 Nisan 2015 tarihleri...
303, Koolay.com Totalden 55 TL hediye yakıt kampanyası," Koolay.com üzerinden sigorta ve kasko poliçelerini yaptıranlara Totalden 55 TL değerinde yakıt hediye ediliyor. Kampanya kapsamında 30 Haziran 2015 tarihine kadar alınacak sigorta poliçesi fiyat teklifi karşılığında  5 TL,  satın alınacak “Kasko ve Zorunlu Trafik Sigorta poliçeleri” karşılığında ise 25’er TL’lik..."
304, Petrol Ofisi Migros kampanyası toplam 200 TL alışverişe 40 TL hediye, Petrol ofisi ve migros işbirliği ile düzenlenen kampanya kapsamında 19 Mart - 21 Nisan 2015 tarihleri arasında Petrol Ofisi istasyonlarından tek seferde ya da ayrı dönemlerde toplam 200 TL ve üzeri alışveriş yapan hem de Migros ve grup mağazalarından tek seferde...
305, Torium avm’den 100 TL alışverişe Petrol Ofisinden 10 TL hediye, Torium Avm'den 26 Nisan 2015 tarihine kadar yapacağınız 100 TL ve üzeri harcamalarda Petrol Ofisi akaryakıt istasyonlarında kullanabileceğiniz 10 TL yüklü yakıt kartı hediye edilecektir.  Kampanya Ayrıntıları  Bu kampanya Torun Alışveriş Merkezleri Yatırım ve Yönetim A.Ş tarafından 11.03.2015 (Saat:10.00) - 26.04.2015 (Saat:21.00) tarihleri...
306, Total vakıfbank world 4×75’e 25 TL hediye 1 Mart – 15 Nisan 2015, Vakıfbank world kredi kartı sahipleri Total akaryakıt istasyonlarından tek seferde ve farklı günlerde yapacakları 4 adet 75 TL ve üzeri alışverişte 25 TL değerinde world puan kazanacak. Kazanılan puanları 16-26 Nisan 2015 tarihleri arasında Totalden yapacağınız 25 TL ve üzeri...
307, Bp akaryakıt bonus kampanyası 4×100’e 25 TL hediye 1 Mart – 15 Nisan 2015, Bonus kredi kartı sahipleri BP akaryakıt istasyonlarından tek seferde ve farklı günlerde yapacakları 4 adet 100 TL ve üzeri harcamada 25 TL değerinde hediye bonus verilecektir. Kampanya 1 Mart - 15 Nisan 2015 tarihleri arasında geçerli olacaktır.  Kampanya Ayrıntıları  Kampanya 1 Mart -...
308, Total world kampanyası 4×100 TL’ye 25 TL hediye 1 Mart – 15 Nisan 2015, World kredi kartı sahipleri Total akaryakıt istasyonlarından tek seferde ve farklı günlerde yapacakları 4 adet 100 TL ve üzeri harcamada Totalde yapacakları sonraki alışverişlerde kullanılmak üzere 25 TL indirim fırsatı sunulacaktır. Kampanya 1 Mart - 15 Nisan 2015 tarihleri arasında geçerli...
309, Paraf akaryakıt kampanyası 50 TL hediye 1 Mart-15 Nisan 2015, Paraf kredi kartı sahipleri tüm poslardan yapacakları akaryakıt alışverişlerinde 50 TL kazanıyor. Kampanya kapsamında 1 Mart-15 Nisan 2015 tarihleri arasında tek seferde ve farklı günlerde yapacağınız 100 TL ve üzeri 5. akaryakıt harcamanızda 50 TL paraf para kazanacaksınız.  Alışveriş öncesi mutlaka “KAZAN”...
310, Bp Bonus kampanyası 25 TL hediye 1 Mart – 15 Nisan 2015, Bonus kredi kartı sahipleri Bp akaryakıt istasyonlarından tek seferde farklı günlerde yapacakları 4 adet 100 TL ve üzeri alışverişte 25 TL değerinde hediye bonus kazanacak. Kampanya 1 Mart 2015 tarihinde başlayacak ve 15 Nisan 2015 tarihine kadar sürecektir.  Kampanya katılımı için...
311, Vakıfbank world Total kampanyası 4×75’e 25 TL hediye 1 Mart – 15 Nisan 2015, VakıfBank world kredi kartı sahipleri 15 Nisan 2015 tarihine kadar Total akaryakıt istasyonlarından tek seferde ve farklı günlerde yapacakları 4 adet 75 TL alışverişte 25 TL değerinde yakıt indirim fırsatı sizleri bekliyor. Kampanya kapsamında 16-26 Nisan 2015 tarihleri arasında Totalden 25...
312, Maximum Petrol ofisi kampanyası 4×100’e 25 TL hediye 16 Şubat- 31 Mart 2015," Maximum kredi kartı sahipleri Petrol ofisi akaryakıt istasyonlarından tek seferde ve farklı günlerde yapacakları 4 adet 100 TL ve üzeri alışverişte 25 TL değerinde maxi puan kazanacak. Kazanılan puanlar sadece Petrol ofisinde geçerli olacaktır.  Kampanya Ayrıntıları
1- Kampanyamızdan yararlanılabilmesi için Maximum anlaşmalı PETROL..."
313, GO CARD Sahiplerine Özel Doğum Günü Kampanyası, Doğum gününüzde mutluluğunuz katlanarak çoğalsın diye GO’dan doğum günü akaryakıt kampanyasında sizlere özel beş kat puan hediye!  GO CARD’ınız ile doğum gününüzde yapacağınız tüm akaryakıt veya otogaz alışverişlerinizde size özel olarak 5 kat puan kampanyası GO istasyonlarında.  Daha detaylı bilgi için: http://www.goyakit.com.tr/
314, 14 Şubat’a Özel 2 Kat Puan Kampanyası," 14 Şubat Sevgililer Günü akaryakıt kampanyasında Sevgililer Günü’ne özel olarak, tüm GO CARD sahipleri, akaryakıt ve otogaz alışverişlerinde 2 kat fazla puan kazanıyor.  Siz de 14 Şubat tarihinde GO CARD’ınız ile en yakın GO istasyonuna gidin, kartınızı akaryakıt ve otogaz alışverişinizde..."
315, Opet sevgililer günü kampanyası 2 kat puan fırsatı," Opet akaryakıt ürünlerinden kazandığınız puanları ikiye katlıyor. 2015 sevgililer gününe özel kampanyada 14 Şubat günü opet kart ile yapacağınız alışverişlerde 2 kat puan kazanacaksınız.  14 Şubat Sevgililer Günü'nde faydalanabileceğiniz Opet Kart’a 2 Kat Puan kampanyasından yararlanabilmek için 10 Şubat’tan itibaren ""SEVİNCE""..."
316, Opet world kart internet alışverişlerinde 100 TL hediye 9 Şubat – 9 Mart 2015," Opet world kredi kartı sahipleri e-ticaret sitelerinden yapacakları internet alışverişlerinde 100 TL yakıt puan kazanıyor. Kampanya kapsamında 9 Şubat - 9 Mart 2015 tarihleri arasında aşağıdaki sitelerden 500 TL üzeri alışverişlerde 50, 1000 TL üzeri alışverişlerde 100 TL değerinde yakıt..."
317, GO CARD – Hızlıal.com TomTom GO Kampanyası," GO, GO CARD sahiplerine 1 Şubat – 30 Nisan tarihleri arasında hızlıal.com’dan TomTom GO Navigasyon Cihazı alışverişlerinde 75 TL indirim fırsatı sunuyor.  Hızlıal.com ile ortak düzenlenen kampanyadan faydalanmak için GO CARD Sahibi olmanız yeterli! Kampanyadan faydalanmak için 16 haneli GO CARD..."
318, GO CARD İLE 3 KEZ 50 TL VE ÜZERİ ALIŞVERİŞE 10 TL HEDİYE," 01 Şubat 2015 – 15 Mart 2015 tarihleri arasında GO istasyonlarından benzin, motorin ve otogaz alışverişi yapan tüm GO CARD sahipleri 3 adet 50 TL ve üzeri alışverişlerinde 10 TL hediye yakıt kazanıyor.  Kampanyadan yararlanmak ve yakıtına yakıt katmak için GO..."
319, Tchibo 150 TL alışverişe 15 TL Total yakıt hediye," Tchibo mağazaları ve internet sitesinden Şubat ayı süresince 150 TL ve üzeri alışveriş yapan herkese Totalden 15 TL yakıt hediye. Kampanya kapsamında 28 Şubat 2015 tarihine kadar yakıt kazanabilirsiniz.  Total ve Tchibo işbirliği çerçevesinde, Club Total Card sahipleri, 01 - 28..."
320, Total her 50 TL Lpg alımında 5 TL hediye kampanyası," Total akaryakıt istasyonlarından yapacağınız her 50 TL Lpg alışverişinde 5 TL değerinde Total para kazanma fırsatı 15 Ocak - 15 Şubat 2015 tarihleri arasında TOTAL'de sizleri bekliyor.  Kampanya kapsamında Club TOTAL Card sahipleri, tek seferde 50 TL ve üzeri LPG alımlarında..."
321, BP akaryakıt world kart kampanyası 25 TL hediye, World kredi kartı sahipleri BP akaryakıt istasyonlarından yapacakları 4 adet 75 TL alışverişte 25 TL ekstre indirimi fırsatı yakalayacak.  Kampanyaya katılmak için BP yazıp bir boşluk bırakarak kart numarasının son 6 rakamının 3160'a gönderebilirsiniz.  Kampanya Ayrıntıları  Kampanyaya katılan World Üye İşyeri olan BP...
322, Shell bonus kampanyası 25 TL hediye 1 Ocak – 15 Şubat 2015, Bonus kredi kartı sahipleri Shell akaryakıt istasyınlarından yapacakları farklı günlerde tek seferde 4 adet 100 TL ve üzeri harcamada 25 TL değerinde bonus kazanacak.  Kampanya 1 Ocak - 15 Şubat 2015 tarihleri arasında geçerli olacaktır.  Kampanya Ayrıntıları  Kampanya 1 Ocak - 15 Şubat...
323, Opet facebook yılbaşı çekilişi 1000 kişiye 50 TL hediye, Opet Facebook yılbaşı çekiliş kampanyası ile 1000 kişiye 50 TL değerinde hediye yakıt kazanma şansı sunuyor. Opet facebook sayfasını beğenerek formu doldurup çekilişe katılabilirsiniz.  Katılım sayfası: https://www.facebook.com/opet/app_354334738024425
324, YENİ YILA ÖZEL 5 KAT PUAN KAMPANYASI," Türkiye'nin yeni nesil yakıt istasyonu GO, istasyonlarında sunduğu fırsatlara devam ediyor ve tüm GO CARD sahiplerine 2015 yılına girerken daha fazla hediye yakıt kazanmaya davet ediyor.  Yeni yıl kat kat mutluluk getirsin diye, tüm GO CARD sahipleri 31 Aralık 2014 tarihinde..."
325, Opet yılbaşı çekiliş kampanyası 1000 kişiye 50 TL hediye," Opet 2015 yılbaşına özel çekiliş kampanyasında tam 1000 kişiye 50 TL hediye yakıt kazanma şansı sunuyor. Kampanya kapsamında 9 Ocak 2015 tarihine kadar Opet Facebook sayfasına gelerek, “Opet’ten Yılbaşı Sürprizi” uygulamasına ad-soyad, adres, şehir, e-mail ve cep telefonu alanlarıyla 2015..."
326, Bp Turkcell kampanyası 300 TL’ye 25 TL hediye, Turkcell aboneleri Bp'den yapacakları 300 tL ve üzeri akaryakıt alışverişinde 25 TL değerinde hediye yakıt kazanacak. Kampanya kapsamında 5 Ocak 2015 tarihine kadar BP Club üyesi BP istasyonlarından farklı günlerde yapacağınız toplam 300 TL harcamada 25 TL yakıt hediye edilecektir.  Kampanya...
327, Opet world kart 150 TL market alışverişine 15 TL hediye, Opet World kredi kartı sahipleri bu yıl sonuna kadar yapacakları 150 TL ve üzeri market alışverişinde 15 TL değerinde yakıt puan kazanıyor. Kampanya 31 Aralık 2014 tarihine kadar geçerli olacak.  Kampanyadan yararlanmak için Opet Worldcard sahiplerinin MARKET yazıp bir boşluk bırakarak...
328, Total 45 gün 45 kişiye 1yıllık bedava yakıt hediye ediyor," Total 2014 yıl sonuna özel kampanyasında 45 gün süresince 45 kişiye tam 1 yıllık akaryakıt hediye ediyor. Kampanya kapsamında 31 Aralık 2014 tarihine kadar her 45 TL’lik akaryakıt veya otogaz alışverişi karşılığında 1 adet büyük çekilişe katılma şansı kazanılıyor.  Ayrıca,..."
329, Bonus Petrol Ofisi kampanyası 25 TL hediye 15 Kasım – 31 Aralık 2014," Bonus kredi kartı sahipleri kazanmaya devam ediyor. Bonus Petrol Ofisi kampanyasında bu yıl sonuna kadar istasyonlarından yapacağınız 4 farklı günde 100 TL ve üzeri harcamada 25 TL değerinde bonus kazanacaksınız. Kampanya için sms gönderimi zorunludur.  Kampanyaya katılım için; Bonus müşterilerinin, ilk..."
330, Kliksa Opet kart 50 TL indirim kampanyası, Opet kart ile kliksa.com adresinden yapacağınız 750 TL ve üzeri alışverişlerde 50 TL indirim fırsatı 30 Kasım 2014 tarihine kadar sizleri bekliyor.  Kampanya Ayrıntıları  23 Ekim – 30 Kasım tarihleri arasında www.kliksa.com internet sitesinden tek seferde 750 TL ve üzeri tutarda alışveriş...
331, Shell maximum kart 25 TL hediye puan kampanyası 1 Kasım- 15 Aralık 2014, Shell akaryakıt istasyonlarından maximum kredi kartınızla yapacağınız alışverişlerde 25 TL hediye maxi puan fırsatı 1 Kasım- 15 Aralık 2014 tarihleri arasında sizleri bekliyor. Kampanya kapsamında tek seferde ve farklı günlerde yapacağınız 75 TL ve üzeri 4. peşin harcamanızda sadece Shell'de kullanabileceğiniz...
332, Ykm 250 TL harcamada 30 TL yakıt ve 50 TL hediye çeki kampanyası," Shell ve YKM işbirliği ile düzenlenen kampanya kapsamında 250 TL ve üzeri harcama yaparak 30 TL değerinde Shell yakıt ve 50 TL hediye çeki kazanma fırsatı sizleri bekliyor.  Kampanya Ayrıntıları  1 – 15 Kasım 2014 tarihleri arasında geçerlidir.
Kampanya kapsamında YKM Mağazaları ve..."
333, Opet Arçelik kampanyası %30 indirim fırsatı," Opet kart sahipleri kazanıyor. Opet Arçelik kampanyasında %30'a varan indirimlerle Arçelik ürünleri sizleri bekliyor. Kampanya kapsamında 31 ekim tarihine kadar geçerli olacak indirimleri aşağıda bulabilirsiniz.     Ürün
Arçelik  Model
İndirim Oranı  Çay Makinesi
K 3282 IN
30%  Tost Makinesi
K 2367 TG
30%  Buharlı Kırışık Giderici
K 4259
27%  Elektrikli Süpürge
S 4212
21%  Çamaşır Makinesi
7103 HE
13%  Ev Tipi..."
334, Total instagram kampanyası 700 TL yakıt hediye," Total akaryakıt istasyonları düzenlediği yeni kampanyasında instagram üzerinden paylaşacağınız fotoğraflarla yarışmaya katılabilir ve 700 TL hediye yakıt kazanabilirsiniz.
10 Ekim - 14 Kasım 2014 tarihleri arasında instagram hesabınızdan #yollarsenin etiketi ile yolda kendi çektiğiniz  fotoğrafınızı, kendi yol hikâyenizi anlatan kompozisyonla birlikte..."
